true	low	high
16.835444000000006	9.64282	29.7676
17.308248000000003	14.4146	33.0104
17.016034	11.6788	28.0842
5.146036	7.22686	20.85
24.882282000000007	18.0987	41.0088
27.260672000000003	19.4982	43.6559
20.848696000000004	11.606	40.2204
16.099154000000006	3.1113	27.6743
34.144794000000005	32.3416	51.8396
31.026314000000003	12.1111	24.1884
26.986063	8.26348	18.3217
23.960368	3.71496	11.0135
9.261154	2.64701	9.29851
25.692579	4.68232	13.18
26.835035	5.80148	14.8761
29.601977	10.644	21.5859
31.597717	14.6839	27.8153
32.623328	17.8682	32.6684
5.92134	3.98539	16.5135
25.814195	8.1099	22.3415
32.321215	13.2801	27.6688
11.455508000000007	2.38426	13.6629
15.263561000000006	7.3652	21.7352
30.051655	8.64082	23.3
33.124211	21.7941	39.3484
22.083704	3.47036	21.538
22.745726	7.07196	27.8117
31.415123	17.5206	34.1137
11.575354	5.89293	17.2109
2.606859	1.85973	10.0838
14.969955	9.79168	23.151
16.597095	12.6536	27.0802
21.549352	15.4737	31.0998
33.325475000000004	27.0984	46.9993
34.485179	39.287	54.0302
45.116815	50.6515	54.1401
24.597106000000007	1.2084	16.6799
25.938855000000007	7.14083	38.4605
16.833835000000008	0.885373	22.2137
27.949709000000002	29.1275	51.3639
21.829585000000005	16.2903	33.3626
8.106679000000007	3.87213	24.4545
21.812298000000006	15.2195	31.5618
19.715911000000002	9.81356	22.1298
9.271357	3.24111	11.9129
11.932172	4.4549	13.8558
19.543022	6.85578	17.6023
19.931146000000005	13.2203	27.5411
23.565425	20.0722	41.9076
17.514538	8.41248	34.2599
28.742568000000006	46.1738	53.2413
9.627209	5.06006	34.024
17.806135	10.2601	47.215
28.429148000000005	44.9195	52.6265
17.382788	5.40921	27.9439
22.311590000000006	17.6216	38.3572
14.468703000000007	5.15949	21.0023
19.932263000000006	10.2949	25.9744
8.804030000000006	6.90714	21.868
27.355262000000007	32.8877	46.0955
11.819996000000007	1.52847	14.3589
15.509551000000007	7.28204	26.2691
26.811192000000005	24.3472	39.0691
11.695990000000007	14.7875	27.3887
6.658542000000007	9.44745	20.644
14.046580000000008	16.8602	30.3946
26.048601000000005	18.3163	32.4713
23.143286000000007	11.5711	27.2597
15.950232000000007	7.47019	23.6504
28.098277000000003	36.9825	47.6555
23.673216000000004	29.068	41.627
5.607736000000007	12.3226	24.9223
20.526515000000007	19.8383	32.2543
14.325096000000007	13.5516	25.4517
5.188381000000007	11.2247	22.7483
23.375961000000004	23.5016	36.2343
21.433781000000003	14.4855	29.351
11.388825	7.49295	21.5701
28.120191000000005	40.1046	49.7577
23.346088000000005	31.881	45.326
22.515019000000006	23.2759	36.3573
10.424970000000007	11.1776	21.0152
2.964960000000007	9.7792	19.5301
18.599594000000007	13.6007	23.8603
7.075775000000007	2.7667	15.6433
15.700003000000008	9.26523	20.2867
19.072229000000007	15.1622	26.0439
14.135642000000008	10.2419	23.9543
19.265777000000007	20.6249	32.7542
8.788168000000008	12.768	26.1814
23.820708000000007	36.2772	47.9992
15.795690000000008	18.6786	45.1266
28.318603000000007	44.0199	52.0757
5.5837770000000075	9.53294	24.7531
15.948832000000007	15.8719	33.8532
24.920635000000008	27.5736	44.2996
3.8754620000000073	8.6743	27.6269
11.135644000000008	17.5857	37.5692
1.723860000000007	11.5594	31.2747
33.232711	49.1423	54.0687
26.023001	29.8693	52.8631
TreeId	numCalib	numCons	balanced	old_biased	correlation	rmsd	cor_bls	rmsd_bls	num_nodes	numInHPD	fracInHPD	percent0	percent25	percent50	percents75	percent100
cons_BD_UGAMr	10	0	n	y	0.6147639582753186	9.781198432222078	0.18613451134990508	5.499452888585484	101	56.0	55.445544554455445	6.6515	12.416	14.721899999999998	16.5931	20.739739999999998
true	low	high
16.835444000000006	10.2009	30.6343
17.308248000000003	13.8179	33.9744
17.016034	10.9305	29.3592
5.146036	6.22862	22.258
24.882282000000007	17.1547	42.7201
27.260672000000003	19.5122	46.308
20.848696000000004	9.67218	42.4207
16.099154000000006	3.01445	24.8548
34.144794000000005	32.0132	51.4084
31.026314000000003	11.2026	22.9708
26.986063	7.74846	17.6467
23.960368	3.5333	10.6757
9.261154	2.23376	8.73641
25.692579	5.08657	13.3653
26.835035	5.91756	14.5624
29.601977	9.77709	20.7389
31.597717	13.3091	26.2641
32.623328	16.82	31.8333
5.92134	4.15661	16.2757
25.814195	7.22405	21.6493
32.321215	12.889	27.3723
11.455508000000007	2.3683	12.8184
15.263561000000006	6.98039	20.7339
30.051655	8.46192	22.9266
33.124211	21.233	39.0771
22.083704	4.14812	21.0774
22.745726	7.5472	26.4858
31.415123	16.659	33.3792
11.575354	5.62221	16.3429
2.606859	1.78843	9.89784
14.969955	9.30938	22.1698
16.597095	11.7841	26.191
21.549352	14.1017	29.4659
33.325475000000004	26.8427	46.8484
34.485179	38.6114	54.0308
45.116815	50.5841	54.1394
24.597106000000007	1.26696	17.5757
25.938855000000007	7.07766	36.5895
16.833835000000008	0.999436	18.6351
27.949709000000002	25.5972	50.9131
21.829585000000005	14.6159	31.0384
8.106679000000007	3.72836	23.4394
21.812298000000006	14.4985	30.0634
19.715911000000002	9.18042	21.0333
9.271357	3.11323	11.243
11.932172	4.01572	13.1229
19.543022	6.4114	17.1704
19.931146000000005	12.3911	26.0852
23.565425	18.052	39.588
17.514538	7.96924	34.2214
28.742568000000006	45.7317	53.1273
9.627209	4.65072	33.71
17.806135	9.16238	45.5554
28.429148000000005	44.2184	52.5423
17.382788	5.88043	26.3575
22.311590000000006	14.9753	36.1375
14.468703000000007	4.64987	18.9067
19.932263000000006	9.6124	25.6875
8.804030000000006	5.98531	20.3092
27.355262000000007	32.4613	45.8017
11.819996000000007	1.45491	15.3853
15.509551000000007	6.40182	26.2611
26.811192000000005	23.7157	38.0241
11.695990000000007	13.9421	27.3776
6.658542000000007	8.939	20.5686
14.046580000000008	16.1953	29.8364
26.048601000000005	18.6452	32.111
23.143286000000007	11.292	26.3617
15.950232000000007	7.34533	22.7314
28.098277000000003	36.6568	47.6312
23.673216000000004	28.3215	41.1618
5.607736000000007	11.8616	24.9162
20.526515000000007	19.8266	32.1568
14.325096000000007	12.566	26.011
5.188381000000007	10.093	23.337
23.375961000000004	23.2283	35.6835
21.433781000000003	14.2775	28.978
11.388825	7.4276	21.0205
28.120191000000005	39.4357	49.7582
23.346088000000005	31.7965	45.6288
22.515019000000006	23.3228	36.6857
10.424970000000007	10.7697	21.1273
2.964960000000007	9.34219	19.5829
18.599594000000007	13.2143	23.8488
7.075775000000007	3.00673	15.668
15.700003000000008	8.97542	20.3781
19.072229000000007	15.2268	26.1993
14.135642000000008	9.12368	22.7441
19.265777000000007	20.4493	33.1613
8.788168000000008	12.4964	25.928
23.820708000000007	36.2089	48.274
15.795690000000008	19.5919	44.8852
28.318603000000007	43.312	52.2763
5.5837770000000075	9.75543	25.1467
15.948832000000007	16.6868	34.1389
24.920635000000008	26.91	44.0494
3.8754620000000073	7.78245	27.8077
11.135644000000008	18.1255	36.2356
1.723860000000007	12.6998	30.5687
33.232711	49.0631	54.0943
26.023001	22.9971	52.8628
TreeId	numCalib	numCons	balanced	old_biased	correlation	rmsd	cor_bls	rmsd_bls	num_nodes	numInHPD	fracInHPD	percent0	percent25	percent50	percents75	percent100
cons_BD_UGAMr	10	1	n	y	0.6091252740655207	9.734399791986382	0.19132408204381723	5.44066433420955	101	56.0	55.445544554455445	8.10941	12.455200000000001	14.308399999999999	17.635664000000002	21.162200000000002
true	low	high
16.835444000000006	7.71743	25.9705
17.308248000000003	10.3625	30.4536
17.016034	8.56866	25.1856
5.146036	4.74318	18.4974
24.882282000000007	13.6312	41.1971
27.260672000000003	16.6975	48.894
20.848696000000004	11.6074	39.2104
16.099154000000006	7.48687	27.3021
34.144794000000005	45.937	53.7412
31.026314000000003	29.7872	41.8036
26.986063	12.2341	35.3836
23.960368	3.87548	15.2181
9.261154	2.64341	12.2321
25.692579	6.0782	19.9037
26.835035	6.7765	24.0029
29.601977	28.3769	40.3362
31.597717	31.726	43.8642
32.623328	34.3959	46.2229
5.92134	2.87308	20.1366
25.814195	5.32094	27.2323
32.321215	10.7937	38.2843
11.455508000000007	1.72795	11.3308
15.263561000000006	5.88108	18.9557
30.051655	6.20953	24.0248
33.124211	37.7169	49.3728
22.083704	2.57664	18.9794
22.745726	4.40687	27.8796
31.415123	13.1584	41.4012
11.575354	4.29021	15.4224
2.606859	1.38631	9.55638
14.969955	7.67239	22.6654
16.597095	9.64733	27.628
21.549352	11.0053	34.8707
33.325475000000004	42.5058	52.2711
34.485179	48.6223	54.0981
45.116815	50.1094	54.14
24.597106000000007	0.840024	13.6871
25.938855000000007	5.87986	26.9681
